,page,text,face,h1,h2,l,r
9068,525,paraît pas s'être naturalisée.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",339.6300048828125,352.9700012207031,34.560001373291016,145.66275024414062
9069,525,Aire géogr. — Originaire d'Afrique australe.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",351.3900146484375,364.7300109863281,52.560001373291016,228.4622039794922
9070,525,"AIZOON L. — Herbes ou sous-arbrisseaux ordinairement papilleux, parfois","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",367.85699462890625,382.531005859375,56.15999984741211,419.8999328613281
9071,525,"velus. Feuilles alternes ou opposées, sans stipules. Fleurs solitaires ou en","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",379.37701416015625,394.051025390625,34.79999923706055,364.3829345703125
9072,525, cymes,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",379.37701416015625,394.051025390625,364.3829345703125,395.6049499511719
9073,525, axil-,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",379.37701416015625,394.051025390625,395.6049499511719,419.943115234375
9074,525,"laires. Tube du calice court. Sépales 4-5. Étamines nombreuses, insérées à la gorge","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",390.89697265625,405.57098388671875,34.560001373291016,419.8343505859375
9075,525,du calice. Ovaire libre. Capsule subéreuse.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",402.4169921875,417.09100341796875,34.560001373291016,238.61488342285156
9076,525,Aizoon hispanicum,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",421.95599365234375,437.1910095214844,55.91999816894531,156.31494140625
9077,525, L.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",421.85699462890625,436.531005859375,156.31494140625,171.8430938720703
9078,525, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000",421.85699462890625,436.531005859375,171.8430938720703,194.4727325439453
9079,525," CLIV, n. 3). —","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",421.85699462890625,436.531005859375,194.4727325439453,282.01055908203125
9080,525, (f).,"Font: 'Times-Roman' (serifed, proportional), size 10.7719, color #000000",421.85699462890625,436.531005859375,282.01055908203125,301.99432373046875
9081,525, Herbe verte ou un peu,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",421.85699462890625,436.531005859375,301.99432373046875,419.2945556640625
9082,525,"glauque, couverte de papilles, celles-ci prolongées parfois en poils courts. Tige","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",433.61700439453125,448.291015625,34.560001373291016,419.83721923828125
9083,525,dressée ou,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",445.37701416015625,460.051025390625,34.560001373291016,80.56727600097656
9084,525," étalée,","Font: 'Times-Roman' (serifed, proportional), size 10.9314, color #000000",445.37701416015625,460.051025390625,80.56727600097656,113.04515075683594
9085,525," rameuse dès la base, pouvant atteindre 25 cm. de hauteur. Racine","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",445.37701416015625,460.051025390625,113.04515075683594,419.83038330078125
9086,525,"grêle. Feuilles charnues, lancéolées ou linéaires-lancéolées, planes, entières, sessiles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",457.1369934082031,471.8110046386719,34.31999969482422,419.9013366699219
9087,525,ou,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",468.89697265625,483.57098388671875,34.31999969482422,45.19416046142578
9088,525," semi-amplexicaules,","Font: 'Times-Roman' (serifed, proportional), size 10.9747, color #000000",468.89697265625,483.57098388671875,45.19416046142578,140.72970581054688
9089,525," les inférieures alternes, les supérieures opposées. Fleurs soli-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",468.89697265625,483.57098388671875,140.72970581054688,419.7018127441406
9090,525,"taires dans les dichotomies et en position terminale. Calice obconique,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",480.656982421875,495.33099365234375,34.560001373291016,362.4350891113281
9091,525," campanule,","Font: 'Times-Roman' (serifed, proportional), size 10.9631, color #000000",480.656982421875,495.33099365234375,362.4350891113281,419.585205078125
9092,525,"vert à l'extérieur, blanc ou jaunâtre à l'intérieur. Étamines 5-15. Calice fructifère","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",492.4169921875,507.09100341796875,34.08000183105469,419.8326110839844
9093,525,"accrescent. Capsule à 5 loges, ovée-pentagone, déprimée au sommet, loculicide,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",504.177001953125,518.8510131835938,34.560001373291016,419.5838928222656
9094,525,"indurée. Graines noires, obovées, 1 mm. de long, pourvues de côtes papilleuses,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",515.93701171875,530.6110229492188,34.31999969482422,419.35089111328125
9095,525,"longitudinales, en arcs parallèles.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",527.697021484375,542.3710327148438,34.08000183105469,190.85540771484375
9096,525,Floraison: janvier-juin. Lieux,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",540.5099487304688,553.8499755859375,52.31999969482422,168.19654846191406
9097,525, secs.,"Font: 'Times-Roman' (serifed, proportional), size 9.89439, color #000000",540.5099487304688,553.8499755859375,168.19654846191406,188.61436462402344
9098,525,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",552.2699584960938,565.6099853515625,52.560001373291016,60.40773010253906
