,page,text,face
4357,0,"épis florifères, ceux-ci très longs, à périanthes très glabres","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4358,0,Ch.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4359,0, ambrosioid.es,"Font: 'Times-Italic' (italic, serifed, proportional), size 7.9599, color #000000"
4360,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8, color #000000"
4361,0,"Plantes non aromatiques, parfois fétides, le plus souvent farineuses","Font: 'Times-Roman' (serifed, proportional), size 7.9599, color #000000"
4362,0,Graines verticales. Plantes non ou peu farineuses,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4363,0,"Inflorescence en panicules fines, axillaires et terminales, ordinairement lavée de rou-","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4364,0,"geâtre, hygrophile. Feuilles deltoïdes, entières ou grossièrement lobées-dentées.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4365,0,Périanthe non accrescent,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4366,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4367,0,Ch.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
4368,0, rubrum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
4369,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
4370,0,"Inflorescence en cymes sessiles, axillaires ou terminaux, courts, à périanthe accrescent,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4371,0,devenant succulent et prenant une coloration rouge intense. Feuilles à lobe latéral,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4372,0,"divergent, ou grossièrement dentées","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4373,0,Ch. foliosum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4374,0, (Moench) Asch.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
4375,0,"Graines horizontales, au moins pour la plupart","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4376,0,"Plantes grisâtres, très farineuses, au moins les fleurs","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4377,0,Feuilles,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4378,0," rhombiques,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4379,0, entières. Panicules courtes. Odeur fétide très accentuée,"Font: 'Times-Roman' (serifed, proportional), size 8.96659, color #000000"
4380,0,Ch. vtdvaria,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4381,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95104, color #000000"
4382,0,"Feuilles inférieures seules dentées, plus ou moins régulièrement, et de forme","Font: 'Times-Roman' (serifed, proportional), size 8.95104, color #000000"
4383,0,"rhomboïdale,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4384,0," les autres, le long d'une panicule bien développée, toutes linéaires","Font: 'Times-Roman' (serifed, proportional), size 8.97413, color #000000"
4385,0,ou lancéolées-linéaires,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4386,0,Ch. album,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4387,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
4388,0,"Feuilles inférieures et moyennes de forme rhomboïdale, diversement dentées,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4389,0,seules les plus élevées des feuilles florales devenant lancéolées,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4390,0,Ch. opulifolium,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4391,0, Schrader & Koch.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
4392,0,"Plantes vertes ou légèrement teintées de pourpre, peu farineuses","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4393,0,Feuilles,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4394,0," ovales-rhombiques,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4395,0," grossièrement dentées, d'un vert souvent assez clair.","Font: 'Times-Roman' (serifed, proportional), size 8.97833, color #000000"
4396,0,"Inflorescence en panicules quelque peu divariquées, axillaires et terminales.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4397,0,Périanthe légèrement farineux,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4398,0,Ch. murale,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4399,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95104, color #000000"
4400,0,"Feuilles deltoïdes à ovales, d'un vert assez foncé, peu ou pas farineuses. Inflo-","Font: 'Times-Roman' (serifed, proportional), size 8.95104, color #000000"
4401,0,"rescence à rameaux dressés, terminale, dense. Périanthe non farineux, à sépales","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4402,0,non carénés,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4403,0,Ch. urbicum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4404,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95104, color #000000"
4405,0,NOUVELLE FLORE ,"Font: 'Times-Roman' (serifed, proportional), size 8.95104, color #000000"
4406,0,409,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4407,0,Chenopodium vulvaria,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4408,0, L.,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
4409,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4410,0," CXXXVI, n. 2). — ©. Herbe glauque et","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4411,0,farineuse. Tige 15-60,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4412,0," cm.,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4413,0, couchée-ascendante,"Font: 'Times-Roman' (serifed, proportional), size 10.973, color #000000"
4414,0," ou dressée. Feuilles alternes, assez","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
4415,0,"longuement pétiolées,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4416,0," ovoïdes-rhomboïdales,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4417,0," entières, 1-3 cm. de long. Fleurs en","Font: 'Times-Roman' (serifed, proportional), size 10.9775, color #000000"
4418,0,"grappes feuillées. Calice à sépales non carénés, pruineux-grisâtres. Graine horizon-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4419,0,"tale, lenticulaire, noire, luisante, très obscurément réticulée. Odeur fétide très","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4420,0,"accentuée, rarement atténuée.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4421,0,Floraison: presque toute l'année. Espèce typiquement,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4422,0, rudérale.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4423,0," Terrains vagues, décombres,","Font: 'Times-Roman' (serifed, proportional), size 9.95565, color #000000"
4424,0,jardins.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4425,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4426,0, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4427,0," Sa'adiyat (Pb), Beyrouth (Vt, Mt, Np, Pb, Ft), Tripoli","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4428,0, (Bl).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4429,0, Mi.,"Font: 'Times-Roman' (serifed, proportional), size 9.87193, color #000000"
4430,0, Qrayé,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4431,0," (Np),","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4432,0, Broum-,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4433,0,mana,"Font: 'Times-Roman' (serifed, proportional), size 9.98919, color #000000"
4434,0," (Bl), 'Abey, Douma (P).","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4435,0, Mm.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4436,0," Bcharré, Dimane-Hadeth (Bl).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4437,0, Met.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4438,0," Zahlé,","Font: 'Times-Italic' (italic, serifed, proportional), size 10.0641, color #000000"
4439,0, Marjayyoun (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9.9361, color #000000"
4440,0,Sy.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4441,0," Baalbeck (Pb), Ya'at (Wall).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4442,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4443,0, Sy.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4444,0, Chinnchar à Qpsseir (Wall).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4445,0, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4446,0, Bardi (Pb).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4447,0,"Aire géogr. — Europe, Méditerranée, Canaries, Asie antérieure.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4448,0,Chenopodium album,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4449,0, L.,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
4450,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4451,0," CXXXVI, n. 3). — ©. Plante dressée,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4452,0, fari-,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4453,0,"neuse. Tige striée, rameuse, 30-80 cm. Feuilles alternes, longuement pétiolées, en","Font: 'Times-Roman' (serifed, proportional), size 10.9045, color #000000"
4454,0,"coin à la base, oblongues ou","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4455,0," oblongues-linéaires,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4456,0," hastées-trilobées, dentées, les","Font: 'Times-Roman' (serifed, proportional), size 10.9743, color #000000"
4457,0,"supérieures linéaires, entières. Fleurs groupées en de vastes grappes spiciformes.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4458,0,"Calice à sépales carénés, aigus, recouvrant le fruit. Graine luisante, à marge un peu","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4459,0,"aiguë, légèrement ponctuée.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4460,0,Floraison: presque toute l'année. Jardins et terrains vagues.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4461,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4462,0, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4463,0," Beyrouth (Bl, Vt, Mt), Batroun (Bl), Tripoli (Bl).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4464,0, Mm.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4465,0," Ehden, Bân,","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4466,0, Dimane,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4467,0," (Bl),","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4468,0,"Base du Jab. Kneissé, Hadeth (Mt).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4469,0, Met.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4470,0, Haouch Mou'allaqa (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.0641, color #000000"
4471,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4472,0, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4473,0," Environs de Damas, Nachabiyé (Pb).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4474,0,Aire géogr. — Cosmopolite.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4475,0,Chenopodium opulifolium,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4476,0, Schrad. —,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
4477,0, Ch. album,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4478,0," L., var.","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
4479,0, opulifolium,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4480,0, (Schrad.),"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
4481,0,Batt.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4482,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4483,0," CXXXVI, n. 4). — ©. Plante glauque, farineuse, à tige striée, dressée,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4484,0,"30-80 cm., rameuse, souvent dès la base. Feuilles rhomboïdales, triangulaires, vague-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4485,0,"ment trilobées, à marge dentée, fortement","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4486,0, blanches-farineuses,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4487,0," en dessous, les supé-","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
4488,0,"rieures de même forme, ne devenant linéaires qu'à proximité immédiate des inflo-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4489,0,"rescences. Celles-ci en grappes feuillées. Calice à sépales carénés. Graine luisante,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4490,0,"très finement ponctuée, à marge obtuse.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4491,0,Floraison: presque toute l'année. Jardins et terrains vagues.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4492,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4493,0, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4494,0, Saïda,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4495,0," (Gaill),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4496,0," Beyrouth (P, Vt, Mt, Np, Pb), Tripoli (Bl).","Font: 'Times-Roman' (serifed, proportional), size 9.9228, color #000000"
4497,0, Mm.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4498,0," Tarchiche (Mt),","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4499,0,Dimane (Bl).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4500,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4501,0, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4502,0, Lattaquié (Sam.),"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4503,0, Sy.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4504,0, Tell Nebi Mend (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4505,0, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4506,0, Raboué (Pb).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4507,0, Haur.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4508,0, 'Aïn,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4509,0, Saisaf,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4510,0,(Pb).,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4511,0, Sud.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4512,0, Banias (P).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4513,0,"Aire géogr. — Europe, Méditerranée, Asie antérieure.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4514,0,Chenopodium murale,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4515,0," L. (PL CXXXVI, n. 5). — ®. Tige dressée, par-","Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
4516,0,"fois rougeâtre, non ou très faiblement farineuse, 30-60 cm., rameuse dès la base.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4517,0,Feuilles,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4518,0, ovales-rhomboïdales,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4519,0," à oblongues-aiguës, fortement et inégalement dentées sur","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
4520,0,les bords. Inflorescence en cymes axillaires et terminales plus ou moins divariquées.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4521,0,"Sépales légèrement carénés. Graines ternes, à ponctuation rugueuse, à marge carénée.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4522,0,"Floraison: presque toute l'année. Champs, jardins, décombres.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4523,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4524,0, Ct.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4525,0," Saïda (Gaill), Beyrouth (P, Vt, Mt, Np), Choueifat (Mt),","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4526,0, Nahr-el-Kelb,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4527,0," (Pb), Tripoli","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4528,0,(Bl).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4529,0, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4530,0, Sources de l'Oronte (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4531,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4532,0, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4533,0, Raboué (Pb).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4534,0, Sy.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4535,0, 'Afrine (Har).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4536,0, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4537,0," Palmyre (Mt), Deir-ez-Zor (Pb).","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4538,0, J.D.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4539,0, Soueida,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4540,0,"(Pb), Er Raha, El 'Ayyoun (Mt).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4541,0, Sud.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4542,0, Hammé,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4543,0," (Pb). ,","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
4544,0,Aire géogr. —,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4545,0, Cosmopolite.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4546,0,410 ,"Font: 'Times-Roman' (serifed, proportional), size 9.97161, color #000000"
4547,0,NOUVELLE FLORE,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4548,0,Ghenopodium,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
4549,0, urbicum,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
4550,0, L.,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
4551,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4552,0," CXXXVII, n. 1). —","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4553,0, Q.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4554,0, Plante très légè-,"Font: 'Times-Roman' (serifed, proportional), size 10.9759, color #000000"
4555,0,"rement farineuse, à tige rigide, dressée, 30-80 cm., striée, peu rameuse, parfois rou-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4556,0,"geâtre. Feuilles inférieures et moyennes en coin à la base, dentées et triangulaires","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4557,0,"au-dessus de leur plus grande largeur, un peu épaisses. Panicule formée de rameaux","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4558,0,"dressés, dense. Fleurs petites. Sépales non carénés, tout à fait glabres, sans revête-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4559,0,"ment farineux, non fortement serrés sur la graine. Celle-ci un peu luisante, finement","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4560,0,"ponctuée, à marge obtuse.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4561,0,Floraison:,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4562,0, avril-novembre.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4563,0," Jardins, terrains abandonnés. Assez rare.","Font: 'Times-Roman' (serifed, proportional), size 9.97512, color #000000"
4564,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4565,0, Mi.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4566,0, Bikfaya (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4567,0, Met.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4568,0," Zahlé,","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4569,0, Ta'naïl (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9.9361, color #000000"
4570,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4571,0, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4572,0, Damas (Pb).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4573,0,"Aire géogr. — Europe, Sibérie, Turquie, Iraq, Iran.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4574,0,Chenopodium rubrum,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4575,0, L. —,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
4576,0, Blitum,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4577,0, rubrum,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
4578,0, (L.) Reichenb.,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
4579,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4580,0," CXXXVII,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4581,0,n. 2). —,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4582,0, ©.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4583,0," Plante quelque peu, mais légèrement, farineuse, verte ou teintée,","Font: 'Times-Roman' (serifed, proportional), size 11.0076, color #000000"
4584,0,"totalement ou partiellement, de rouge. Tige couchée, ascendante ou dressée, souvent","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4585,0,"rameuse. Feuilles triangulaires, souvent un peu épaisses, à dents peu nombreuses,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4586,0,"plus ou moins profondes et aiguës, les plus élevées à bords entiers. Inflorescence en","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4587,0,glomérules,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4588,0," axillaires peu fournis vers la base des tiges, plus considérables et plus","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
4589,0,"ramifiés vers le sommet. Fleurs rougeâtres, vertes après séchage, celles du sommet","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4590,0,"des glomérules à 5 sépales carénés ailés et 5 étamines, les autres à 3 sépales soudés,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4591,0,"enserrant la graine verticale, d'un sac piriforme. Graine brune ou noire.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4592,0,Floraison:,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4593,0, avril-octobre.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4594,0," Vase des étangs ou des rivières. Hors de nos contrées, en pays plus","Font: 'Times-Roman' (serifed, proportional), size 9.96996, color #000000"
4595,0,"arrosés, autres emplacements.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4596,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4597,0, Ve.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4598,0, Yammouné (Mt).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4599,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4600,0, St.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4601,0," Bords de l'Euphrate, près de Deir-ez-Zor (Pb). Trouvé aussi par","Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
4602,0, EIG,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4603,0, en Palestine sur,"Font: 'Times-Roman' (serifed, proportional), size 8.87902, color #000000"
4604,0,les bords du Jourdain.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4605,0,"Aire géogr. — Europe surtout boréale, Sibérie, Afrique du Nord, Amérique du Nord.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4606,0,Chenopodium botrys,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
4607,0, L.,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
4608,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4609,0," CXXXVII, n. 3). —","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
4610,0, ©.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
4611,0, Plante toute entière,"Font: 'Times-Roman' (serifed, proportional), size 11.0076, color #000000"
4612,0,"pubescente, odorante. Tige","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
