,page,text,face
2828,0," ailés. Étamines 8. Stigmates capités, subsessiles. Akène triquètre,","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
2829,0,ne dépassant pas le périanthe.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2830,0,Bilderdykia convolvulus,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2831,0, (L.) Dumort. —,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9993, color #000000"
2832,0, Polygonum convolvulus,"Font: 'Times-Roman' (serifed, proportional), size 10.9993, color #000000"
2833,0," L.,","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9993, color #000000"
2834,0, Fagopyrum,"Font: 'Times-Roman' (serifed, proportional), size 10.9993, color #000000"
2835,0,convolvulus,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9993, color #000000"
2836,0, (L.),"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
2837,0, Gross.,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
2838,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2839,0," CXXXI,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
2840,0," n. 1). — ®. Tige volubile sinistrorse, côtelée","Font: 'Times-Roman' (serifed, proportional), size 10.9582, color #000000"
2841,0,"ou sillonnée, souvent teintée de rouge. Racine pivotante. Feuilles pétiolées à limbe","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2842,0,"cordé ou sagitté, à oreillettes triangulaires. Ocréas courtes. Fleurs en cymules à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2843,0,"l'aisselle des feuilles, à pédoncules articulés un peu au-dessous du périanthe. Sépales","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2844,0,"5, verts, à marge blanche à l'extérieur, blancs à l'intérieur, plus ou moins papilleux.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2845,0,"Étamines 8. Ovaire à deux styles soudés jusqu'aux stigmates. Akène noir, trigone.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2846,0,Floraison:,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2847,0, avril-juillet.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2848,0," Jardins, terrains vagues.","Font: 'Times-Roman' (serifed, proportional), size 9.00216, color #000000"
2849,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2850,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2851,0,Ct.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2852,0, Tripoli,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2853,0, (Bl).,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2854,0, Mi.,"Font: 'Times-Roman' (serifed, proportional), size 8.88474, color #000000"
2855,0, Sir-ed-Dennié,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2856,0," (Bl),","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2857,0, Qrayé (Np).,"Font: 'Times-Roman' (serifed, proportional), size 8.88474, color #000000"
2858,0, Mm.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2859,0," Bân,","Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2860,0," Bcharré,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2861,0, Bazoun,"Font: 'Times-Roman' (serifed, proportional), size 8.95868, color #000000"
2862,0, (Bl).,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2863,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 8.88474, color #000000"
2864,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2865,0,Mi.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2866,0, Haffé,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2867,0, (JL).,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2868,0, Dam.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2869,0, Damas,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2870,0," (Mt,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2871,0, Pb).,"Font: 'Times-Roman' (serifed, proportional), size 9.00598, color #000000"
2872,0, Sy.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2873,0, Alep,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2874,0," (JL),","Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2875,0, Homs,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2876,0, (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2877,0,"Aire géogr. — Europe, Sibérie, Afrique du Nord, Asie antérieure, Amérique du Nord.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2878,0,"POLYGONUM L. — Herbes annuelles, vivaces ou parfois sous-frutescentes.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2879,0,"Feuilles alternes à ocréas tubuleuses, entières ou lacérées. Fleurs ordinairement","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2880,0,"fasciculées en fascicules axillaires, ou disposées en panicules spiciformes. Pédoncules","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2881,0,floraux articulés. Fleurs hermaphrodites ou parfois polygames par avortement.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2882,0,Périanthe profondément,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2883,0," 4-5-lobé,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2884,0, ordinairement,"Font: 'Times-Roman' (serifed, proportional), size 10.9736, color #000000"
2885,0," teinté de blanc ou de rose, à","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
2886,0,"sépales subégaux, persistants, mais peu modifiés à la fructification. Étamines ordi-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2887,0,"nairement 8 dans les fleurs à 5 sépales, 6 dans les fleurs à 4 sépales, insérées à la","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2888,0,"base. Filaments filiformes, parfois dilatés à la base. Ovaire comprimé ou trigone.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2889,0,Akène lenticulaire ou trigone.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2890,0,Fleurs en grappes spiciformes ou en panicules nues au sommet des rameaux,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
2891,0,Plantes vivaces,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2892,0,"Feuilles tronquées, cordées ou arrondies à la base. Ocréas non ciliées. Grappes courtes,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2893,0,obtuses. Plante émergée ou flottante,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2894,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2895,0, amphibium,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2896,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2897,0,Feuilles,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2898,0," linéaires-lancéolées,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2899,0," atténuées aux deux extrémités, à poils raides près des","Font: 'Times-Roman' (serifed, proportional), size 8.97914, color #000000"
2900,0,marges. Ocréas ciliées. Panicule spiciforme longue et fine,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2901,0,P. salicifolium,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2902,0, Brouss.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.94787, color #000000"
2903,0,Plantes annuelles,"Font: 'Times-Roman' (serifed, proportional), size 8.94787, color #000000"
2904,0,Akènes lenticulaires,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2905,0," biconcaves,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2906,0," luisantes. Ocréas larges, rousses, non ou à peine ciliées.","Font: 'Times-Roman' (serifed, proportional), size 8.96447, color #000000"
2907,0,"Grappes spiciformes denses, assez courtes","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2908,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2909,0, lapathifolium,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2910,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2911,0,"Akènes lenticulaires, plan-convexes ou trigones, noirs, luisants. Ocréas largement","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2912,0,ciliées. Grappes spiciformes relativement longues,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2913,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2914,0, persiçaria,"Font: 'Times-Italic' (italic, serifed, proportional), size 7.9599, color #000000"
2915,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8, color #000000"
2916,0,"Akènes ovés, verruqueux-ponctués, mats. Ocréas courtes","Font: 'Times-Roman' (serifed, proportional), size 7.9599, color #000000"
2917,0, à,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2918,0," cils épars. Grappes allongées,","Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2919,0,"grêles, interrompues, un peu nutantes. Saveur poivrée","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2920,0,P. hydropiper,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2921,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 7.9599, color #000000"
2922,0,"Fleurs solitaires ou en fascicules à l'aisselle de la plupart des feuilles, celles-ci toutes sensiblement","Font: 'Times-Roman' (serifed, proportional), size 7.9599, color #000000"
2923,0,"égales ou les supérieures réduites, bractéiformes","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2924,0,Espèces annuelles,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2925,0,Feuilles toutes sensiblement égales,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2926,0,"ovales ou elliptiques ou brièvement lancéolées. Ocréas hyalines ou un peu brunes,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2927,0,NOUVELLE FLORE,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2928,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2929,0,397,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2930,0,lacérées. Pédoncules floraux courts. Périanthe à 5 sépales verts marqués de rose,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2931,0,ou de blanc,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2932,0,P. aviculare,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2933,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.96433, color #000000"
2934,0,lancéolées ou lancéolées-linéaires.,"Font: 'Times-Roman' (serifed, proportional), size 8.96433, color #000000"
2935,0, Ocréas,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2936,0, hyalines très blanches dépassant les,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2937,0,fleurs,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2938,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2939,0,P.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2940,0, ,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2941,0,polycnemoides,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2942,0, ,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2943,0,Jaub. ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2944,0,et ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2945,0,Spach.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2946,0,"Feuilles supérieures bractéiformes, réduites","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2947,0,"Fleurs en fascicules multiflores (5-10), sous-tendus par une feuille très petite,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2948,0,à peine visible,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2949,0,P. corrigioloides,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2950,0, Jaub. et Spach.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.96067, color #000000"
2951,0,Fleurs en fascicules floraux ne dépassant pas 5 fleurs,"Font: 'Times-Roman' (serifed, proportional), size 8.96067, color #000000"
2952,0,"Tiges dressées, plus rarement couchées, peu rameuses. Ocréas roussâtres à","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2953,0,"la base, hyalines plus haut. Pédoncule égalant la fleur, articulé au sommet.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2954,0,"Sépales verts marginés de rouge. Akènes trigones, noir-pourpre","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2955,0,P. kitaibelianum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2956,0, Sadl.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.94991, color #000000"
2957,0,"Tiges rameuses dès la base, couchées ou ascendantes. Ocréas brunes à la","Font: 'Times-Roman' (serifed, proportional), size 8.94923, color #000000"
2958,0,"base, hyalines au-dessus. Fleurs 1-3 à pédicelles de leur longueur, et lobes","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2959,0,"bien plus longs que le tube,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2960,0, rose-vif,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2961,0," à blanc-rosé. Akène très lisse et luisant,","Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
2962,0,2 mm.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2963,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2964,0,P.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2965,0, venantianum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2966,0, Clem.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2967,0,"Tiges dressées ou ascendantes, très rameuses. Entrenœuds larges. Ocréas","Font: 'Times-Roman' (serifed, proportional), size 8.98753, color #000000"
2968,0,"courtes, brunes et hyalines au sommet. Fleurs à pédicelles plus longs que le","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2969,0,périanthe. Sépales verts à bordure blanche ou rose pâle,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2970,0,P. argyrocoleum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2971,0, Steud.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.96885, color #000000"
2972,0,Espèces vivaces,"Font: 'Times-Roman' (serifed, proportional), size 8.96885, color #000000"
2973,0,Feuilles toutes sensiblement égales,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2974,0,"glauques, à marge révolutée, épaisses. Inflorescence en longs spicastres lâches.","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2975,0,Bords de la mer,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2976,0, ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2977,0,P.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2978,0, maritimum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2979,0, L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2980,0,"vertes, planes, ténues. Fleurs à courts pédicelles. Montagne et intérieur du pays","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2981,0,P. cognatum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2982,0, Meissn.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.96424, color #000000"
2983,0,toutes très petites. Fleurs blanches. Espèce mal connue,"Font: 'Times-Roman' (serifed, proportional), size 8.96424, color #000000"
2984,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2985,0, aleppicum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2986,0, Boiss. et Hausskn.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2987,0,"Feuilles supérieures réduites, plus ou moins bractéiformes","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2988,0,Feuilles très étroites à nervures de la face inférieure parallèles. Inflorescence très,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2989,0,longue et étroite,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2990,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2991,0, setosum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2992,0," Jacq., var.","Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
2993,0, restionoides,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2994,0, (Boiss. et Hausskn.) Boiss.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
2995,0,Feuilles à nervulation obsolète ou pennée,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2996,0,Plante de port très variable. Feuilles des premiers rameaux très,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2997,0," grandes,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
2998,0,"jusqu'à 4 cm. de long, les autres beaucoup plus courtes et plus étroites,","Font: 'Times-Roman' (serifed, proportional), size 8.94923, color #000000"
2999,0,toujours plus ou moins pennatinerviées à la face inférieure. Inflorescence,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3000,0,"dense au sommet des rameaux, en longs spicastres effilés, accompagnées de","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3001,0,"feuilles réduites. Fleurs à sépales plus longs que le tube, en général","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3002,0," roses,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3003,0, et,"Font: 'Times-Roman' (serifed, proportional), size 8.92304, color #000000"
3004,0,"pédoncules fins, dépassant la longueur du périanthe","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3005,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3006,0, equisetiforme,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
3007,0, Sibth. et Smith,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
3008,0,"Plantes à feuilles longtemps toutes à peu près égales,","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3009,0, sous-tendant,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3010,0, un certain,"Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
3011,0,"nombre de fleurs plus ou moins immergées dans les ocréas, les fleurs supé-","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3012,0,"rieures tardivement, en fin d'été ou en automne, serrées dans une inflorescence","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3013,0,"dense de périanthes mêlés aux ocréas, très","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3014,0, roses,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3015,0,"Feuilles à nervulation obsolète, non pennatinerviées à la face inférieure,","Font: 'Times-Roman' (serifed, proportional), size 9, color #000000"
3016,0,"un peu charnues. Plantes très petites, en haute altitude","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3017,0,P. libani,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3018,0, Boiss.,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
3019,0,Feuilles pennatinerviées à la face inférieure. Vaste répartition en mon-,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3020,0,tagne moyenne et parfois ailleurs,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3021,0,P.,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3022,0, cedrorum,"Font: 'Times-Italic' (italic, serifed, proportional), size 8.95489, color #000000"
3023,0, Boiss. et,"Font: 'Times-Italic' (italic, serifed, proportional), size 9, color #000000"
3024,0," Ky.""","Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3025,0,398 ,"Font: 'Times-Roman' (serifed, proportional), size 8.97788, color #000000"
3026,0,NOUVELLE FLORE,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3027,0,Polygonum,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000"
3028,0, amphibium,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
3029,0, L.,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000"
3030,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3031,0," CXXXI,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
3032,0, n. 2). —,"Font: 'Times-Roman' (serifed, proportional), size 10.9582, color #000000"
3033,0, ¾.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3034,0, Rhizome cylin-,"Font: 'Times-Roman' (serifed, proportional), size 11.0226, color #000000"
3035,0,"drique, ordinairement très allongé. Tige 30-150 cm. de long, flottante ou terrestre,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3036,0,"fistuleuse, simple ou rameuse à la base, glabre ou couverte de poils raides. Feuilles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3037,0,"oblongues-lancéolées, brièvement ou longuement pétiolées. Limbe 4-5 cm., arrondi","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3038,0,"ou cordé à la base, obtus, triangulaire ou aigu au sommet, glabre dans l'eau, doté","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3039,0,de soies raides sur les marges et de poils courts hors de l'eau. Pétiole inséré au-,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3040,0,dessous du sommet de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3041,0," l'ocréa,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3042,0, 1-1,"Font: 'Times-Roman' (serifed, proportional), size 11.0659, color #000000"
3043,0," cm. dans les feuilles aériennes, 3-6 cm. dans les","Font: 'Times-Roman' (serifed, proportional), size 11.8076, color #000000"
3044,0,"feuilles flottantes. Ocréas très allongées, glabres dans l'eau, à poils apprimés hors de","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3045,0,"l'eau. Inflorescences en grappes spiciformes sur un rameau terminal. Bractées ovales,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3046,0,"aiguës, amplexicaules, scarieuses. Pédoncules courts, glabres, articulés au sommet.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3047,0,Périanthe rose ou,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3048,0," blanc-rosé,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3049,0," à 5 sépales, 5, rarement 4 ou 8","Font: 'Times-Roman' (serifed, proportional), size 10.9583, color #000000"
3050,0, étamines.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3051,0," Styles 2,","Font: 'Times-Roman' (serifed, proportional), size 10.9457, color #000000"
3052,0,soudés.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3053,0,"Fleurs: juin-octobre. Étangs, lacs, marais.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3054,0,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3055,0, Ve.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3056,0, Yammouné,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000"
3057,0," (Bl,","Font: 'Times-Roman' (serifed, proportional), size 10, color #000000"
3058,0," Mt,","Font: 'Times-Roman' (serifed, proportional), size 9.92144, color #000000"
3059,0, Pb).,"Font: 'Times-Roman' (serifed, proportional), size 10.0085, color #000000"
3060,0,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3061,0, Haw.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3062,0, N. de Qneitra (Pb). Trouvée près de la,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.98674, color #000000"
3063,0," Haute-Jéziré,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3064,0," à Jéziret-ibn-Omar, par","Font: 'Times-Roman' (serifed, proportional), size 9.96925, color #000000"
3065,0,HANDEL-MAZZETTI.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3066,0,"Aire géogr. — Europe, Sibérie, Asie antérieure, Afrique du Nord, Le Cap, Amérique du Nord.","Font: 'Times-Roman' (serifed, proportional), size 7.98947, color #000000"
3067,0,Polygonum salicifolium,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000"
3068,0, Brouss. 1809 —,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000"
3069,0, P.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3070,0, serrulatum,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
3071,0," Lagr. 1816,","Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000"
3072,0, P. scabrum,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3073,0,"Poir. 1804, non Moench 1789","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000"
3074,0, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3075,0," CXXXI,","Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000"
3076,0," n. 3). — Rhizome rampant, grêle,","Font: 'Times-Roman' (serifed, proportional), size 10.9582, color #000000"
3077,0,"rameux,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3078,0," articulé, radicant aux nœuds. Tiges rameuses, 30","Font: 'Times-Roman' (serifed, proportional), size 10.9762, color #000000"
3079,0, cm.-l,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3080,0," m. de long, peu","Font: 'Times-Roman' (serifed, proportional), size 11, color #000000"
3081,0,"renflées aux nœuds. Feuilles lancéolées ou linéaires-lancéolées, 6-15 cm. de long","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
3082,0,"sur 0,5-2 cm. de large, à sommet aigu ou acuminé, à pétiole très court, serrulées sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000"
