,page,text,face,h1,h2
329,452, devait appeler,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",342.3370056152344,357.0110168457031
330,452, brevipetiolata,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000",343.4590148925781,356.8900146484375
331,452, propre,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",342.3370056152344,357.0110168457031
332,452, à nos,"Font: 'Times-Roman' (serifed, proportional), size 11.3252, color #000000",342.3370056152344,357.0110168457031
333,452, contrées,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",342.3370056152344,357.0110168457031
334,452,et à des régions relativement,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",353.85699462890625,368.531005859375
335,452," proches"",","Font: 'Times-Roman' (serifed, proportional), size 10.9379, color #000000",353.85699462890625,368.531005859375
336,452, telle la Cyrénaïque.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",353.85699462890625,368.531005859375
337,452,"Unies par des transitions continues et dotées de la même inflorescence, les deux","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",372.09698486328125,386.77099609375
338,452,"formes se rejoignent parfois curieusement sur le même pied, un spécimen récolté à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",383.61700439453125,398.291015625
339,452,Dera'a,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",395.1369934082031,409.8110046386719
340,452, ayant sur la tige principale les pétioles et la feuille du type,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",395.1369934082031,409.8110046386719
341,452," diffusa,","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000",396.2590026855469,409.69000244140625
342,452, et sur les,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",395.1369934082031,409.8110046386719
343,452,rameaux ceux de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",406.656982421875,421.33099365234375
344,452, brevipetiolata.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000",407.77899169921875,421.2099914550781
345,452, lua.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9742, color #000000",407.77899169921875,421.2099914550781
346,452, première croît dans toutes les stations un tant soit,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",406.656982421875,421.33099365234375
347,452,"peu fertiles, la seconde étant liée à des habitats très pauvres sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",418.177001953125,432.85101318359375
348,452, sols,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",418.177001953125,432.85101318359375
349,452, rocheux ou sur,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",418.177001953125,432.85101318359375
350,452,"murailles, et aux conditions difficiles de climats subarides (nord de la Beqa'a,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",429.6969909667969,444.3710021972656
351,452, Anti-,"Font: 'Times-Roman' (serifed, proportional), size 10.9255, color #000000",429.6969909667969,444.3710021972656
352,452,"Liban, Hauran).","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",441.21697998046875,455.8909912109375
353,452,Type,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",460.4169921875,475.09100341796875
354,452, diffusa,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",460.5159912109375,475.7510070800781
355,452," Mert. et Koch. — Tiges peu lignifiées, dressées, non flexueuses.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",460.4169921875,475.09100341796875
356,452,"Feuilles oblongues-ovales, atténuées aux deux extrémités, vertes, plus foncées et un","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",471.93701171875,486.61102294921875
357,452,"peu luisantes, à la face supérieure, atteignant ordinairement 3-5 cm., portées sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",483.45697021484375,498.1309814453125
358,452,"des pétioles de un à trois centimètres ou davantage. Tige, pétioles, et limbes très","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",494.97698974609375,509.6510009765625
359,452,brièvement pubescents.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",506.49700927734375,521.1710205078125
360,452,Type,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",525.4569702148438,540.1309814453125
361,452, brevipetiolata,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",525.5559692382812,540.7909545898438
362,452," Boiss. — Tiges plus ou moins lignifiées, surtout vers la","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",525.4569702148438,540.1309814453125
363,452,"base, parfois sinueuse entre les feuilles. Celles-ci rapprochées, à pétioles de moins","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",536.9769897460938,551.6510009765625
364,452,"de 5 mm., souvent arrondies à la base, plus ou moins réduites, jusqu'à moins de","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",548.4970092773438,563.1710205078125
365,452,"5 mm. Tiges, pétioles et limbes revêtus d'une pubescence blanc-grisâtre.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",560.0169677734375,574.6909790039062
366,452,Une des espèces les plus vulgaires et les plus répandues de toute notre flore.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",578.7369995117188,593.4110107421875
367,452,"Rochers, vieux murs, jardins, bord des canaux, abords des lieux cultivés ou habités.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",590.4970092773438,605.1710205078125
368,453,376 ,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",29.389984130859375,42.729984283447266
369,453,NOUVELLE FLORE,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",29.389984130859375,42.729984283447266
370,453,Floraison: toute l'année.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",52.189971923828125,65.52996826171875
371,453,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",65.14999389648438,78.489990234375
372,453, Ct.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",66.16999053955078,78.37998962402344
373,453, Nahr,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",65.14999389648438,78.489990234375
374,453, Aouali,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",65.14999389648438,78.489990234375
375,453," (Bl),","Font: 'Times-Roman' (serifed, proportional), size 9.87193, color #000000",65.14999389648438,78.489990234375
376,453, Nahr,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",65.14999389648438,78.489990234375
377,453, Damour,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",65.14999389648438,78.489990234375
378,453," (Mt), Beyrouth (nombreux collecteurs),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",65.14999389648438,78.489990234375
379,453, Nahr-el-,"Font: 'Times-Roman' (serifed, proportional), size 9.96318, color #000000",65.14999389648438,78.489990234375
380,453,Kelb,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",74.50997924804688,87.8499755859375
381,453," (Pb), Tripoli (Bl).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",74.50997924804688,87.8499755859375
382,453, Mi.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",75.52997589111328,87.73997497558594
383,453," 'Araya (Mt), Qrayé (Np), 'Abey (P).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",74.50997924804688,87.8499755859375
384,453, Sud.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",75.52997589111328,87.73997497558594
385,453, Qala'at-ech-Choukif,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",74.50997924804688,87.8499755859375
386,453, (P).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",74.50997924804688,87.8499755859375
387,453,Mm.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",84.89002227783203,97.10002136230469
388,453," Cèdres,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",83.87002563476562,97.21002197265625
389,453," Dimane-Hasroun,","Font: 'Times-Roman' (serifed, proportional), size 9.9962, color #000000",83.87002563476562,97.21002197265625
390,453," Dimane,","Font: 'Times-Roman' (serifed, proportional), size 9.95409, color #000000",83.87002563476562,97.21002197265625
391,453," Bcharré (Bl),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",83.87002563476562,97.21002197265625
392,453, Neba'-l-Laban,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",83.87002563476562,97.21002197265625
393,453, (Gb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",83.87002563476562,97.21002197265625
394,453, Met.,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.0641, color #000000",84.89002227783203,97.10002136230469
395,453, Ksara,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",83.87002563476562,97.21002197265625
396,453, (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",83.87002563476562,97.21002197265625
397,453,Sy.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",94.25000762939453,106.46000671386719
398,453," Baalbeck, Fakié (Mt, var.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",93.23001098632812,106.57000732421875
399,453, brevipetiolata).,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94264, color #000000",94.25000762939453,106.46000671386719
400,453, Herm.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.90954, color #000000",94.25000762939453,106.46000671386719
401,453, Joubb Jennin (Gb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",93.23001098632812,106.57000732421875
402,453,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",106.43002319335938,119.77001953125
403,453, A.L.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",107.45001983642578,119.66001892089844
404,453," Zebdani (Gb),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",106.43002319335938,119.77001953125
405,453, Ouadi-el-Qarn,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",106.43002319335938,119.77001953125
406,453," (Pb), Souq Ouadi Barada (Mt), Ma'loula, Madaya","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",106.43002319335938,119.77001953125
407,453,"(Pb), Yabroud (Mt, Pb).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",116.02999877929688,129.3699951171875
408,453, Haur.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",117.04999542236328,129.25999450683594
409,453, Dera'a (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",116.02999877929688,129.3699951171875
410,453, J.D.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",117.04999542236328,129.25999450683594
411,453, Soueida (Mt).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",116.02999877929688,129.3699951171875
412,453,"Aire géogr. — Europe surtout méridionale, Méditerranée, Asie antérieure.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",128.989990234375,142.32998657226562
413,453,Parietaria qfficinalis,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000",146.3389892578125,159.76998901367188
414,453," L., s.str. — P.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",145.21697998046875,159.8909912109375
415,453, erecta,"Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000",146.3389892578125,159.76998901367188
416,453, Mert. et Koch. — Cette plante se dis-,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",145.21697998046875,159.8909912109375
417,453,"tingue de la précédente par divers caractères, notamment les bractées libres et le","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",156.97698974609375,171.6510009765625
418,453,périanthe fructifié non accrescent en tube. Elle n'appartient pas à notre flore. Mais,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",168.73699951171875,183.4110107421875
419,453,"l'usage du nom linnéen au sens large, englobant","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",180.49697875976562,195.17098999023438
420,453, F.,"Font: 'Times-Italic' (italic, serifed, proportional), size 11.2818, color #000000",181.61898803710938,195.04998779296875
421,453," judaica,","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000",181.61898803710938,195.04998779296875
422,453, a créé quelques confusions,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",180.49697875976562,195.17098999023438
423,453,dans les étiquettes des herbiers et les indications des auteurs.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",192.25698852539062,206.93099975585938
424,453,Parietaria eretica,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",212.51600646972656,227.75100708007812
425,453, L.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",212.4169921875,227.09100341796875
426,453, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000",212.4169921875,227.09100341796875
427,453," CXXIII, n. 4). —","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",212.4169921875,227.09100341796875
428,453, ©,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",212.4169921875,227.09100341796875
429,453, ¾.,"Font: 'Times-Roman' (serifed, proportional), size 11.0226, color #000000",212.4169921875,227.09100341796875
430,453, Souche peu épaisse ou,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",212.4169921875,227.09100341796875
431,453,"racine grêle, pivotante. Herbe verte, plus ou moins pubescente, pluricaule. Feuilles","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",223.93698120117188,238.61099243164062
432,453,"petites, 5-15 mm. sur","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",235.45700073242188,250.13101196289062
433,453," 3-11,","Font: 'Times-Roman' (serifed, proportional), size 10.6867, color #000000",235.45700073242188,250.13101196289062
434,453," pétiolées, à pétiole grêle et limbe ovale, obtus, entières.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",235.45700073242188,250.13101196289062
435,453,Cymes,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",246.97698974609375,261.6510009765625
436,453," géminées à l'aisselle des feuilles, dressées, triflores. Fleur médiane ","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",246.97698974609375,261.6510009765625
437,453,à bractée,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",246.97698974609375,261.6510009765625
438,453,"courte, non accrescente, les latérales hermaphrodites, à deux bractées herbacées","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",258.4969787597656,273.1709899902344
439,453,"inégales, accrescentes, toutes les cinq connées à la base et à poils très courts. Fleurs","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",270.0169982910156,284.6910095214844
440,453,"hermaphrodites à 4 sépales presque libres, ovales, aigus, verdâtres. Étamines 4.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",281.5369873046875,296.21099853515625
441,453,Fleurs ,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",293.0570068359375,307.73101806640625
442,453,"rougeâtres, à sépales concrescents.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",293.0570068359375,307.73101806640625
443,453,Distincte de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",308.4169921875,323.09100341796875
444,453, lusitanica,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000",309.53900146484375,322.9700012207031
445,453, surtout par ses fortes bractées.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",308.4169921875,323.09100341796875
446,453,Floraison: mars-mai. Rochers proches de la mer.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",321.7099914550781,335.04998779296875
447,453,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",333.4700012207031,346.80999755859375
448,453, Ctlitt.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",334.489990234375,346.70001220703125
449,453," Hanouche au sud de Chekka, sud de","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",333.4700012207031,346.80999755859375
450,453, Jbail,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",333.4700012207031,346.80999755859375
451,453," sur la grève (Mt), Ile","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",333.4700012207031,346.80999755859375
452,453, Nakhl,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",333.4700012207031,346.80999755859375
453,453, au large,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",333.4700012207031,346.80999755859375
454,453,de Tripoli (Gb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",343.07000732421875,356.4100036621094
455,453,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",354.8299865722656,368.16998291015625
456,453, Ctlitt.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",355.8499755859375,368.05999755859375
457,453, Jeblé,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",354.8299865722656,368.16998291015625
458,453," (Pb), Lattaquié (Mt).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",354.8299865722656,368.16998291015625
459,453,"Aire géogr. — Grèce, Crète, mer","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",366.5899963378906,379.92999267578125
460,453," Egée,","Font: 'Times-Roman' (serifed, proportional), size 9.92719, color #000000",366.5899963378906,379.92999267578125
461,453," Chypre,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",366.5899963378906,379.92999267578125
462,453, Cyrénaïque.,"Font: 'Times-Roman' (serifed, proportional), size 9.9685, color #000000",366.5899963378906,379.92999267578125
463,453,Parietaria lusitanica,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",385.07598876953125,400.3110046386719
464,453, L.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",384.97698974609375,399.6510009765625
465,453, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000",384.97698974609375,399.6510009765625
466,453," CXXIII, n. 5). —","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",384.97698974609375,399.6510009765625
467,453, ®.,"Font: 'Times-Roman' (serifed, proportional), size 11.0076, color #000000",384.97698974609375,399.6510009765625
468,453, Plante grêle et,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",384.97698974609375,399.6510009765625
469,453," naine,","Font: 'Times-Roman' (serifed, proportional), size 10.9261, color #000000",384.97698974609375,399.6510009765625
470,453,"à tiges rameuses dès la base, couchées ou diffuses, filiformes, à rameaux allongés.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",396.73699951171875,411.4110107421875
471,453,"Feuilles petites, ovales ou ovales-arrondies, ou","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",408.49700927734375,423.1710205078125
472,453," subrhomboïdales,","Font: 'Times-Roman' (serifed, proportional), size 10.9718, color #000000",408.49700927734375,423.1710205078125
473,453," minces, vertes, à","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",408.49700927734375,423.1710205078125
474,453,"quelques poils épars sur les deux faces, ciliées sur les marges. Pétiole court.","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",420.2569885253906,434.9309997558594
475,453, Cymes,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",420.2569885253906,434.9309997558594
476,453,"géminées à 3-5, parfois 6-7 fleurs, à bractées vertes, pubescentes, ciliées. Fleurs her-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",432.0169982910156,446.6910095214844
477,453,"maphrodites verdâtres, stériles, à périanthe non","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",443.7769775390625,458.45098876953125
478,453," accrescent,","Font: 'Times-Roman' (serifed, proportional), size 11.0026, color #000000",443.7769775390625,458.45098876953125
479,453, divisé en 4 segments.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",443.7769775390625,458.45098876953125
480,453,Fleurs ,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",455.5369873046875,470.21099853515625
481,453,"fertiles, plus nombreuses, à périanthe ové, également divisées en segments,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",455.5369873046875,470.21099853515625
482,453,non ou à peine accrescentes.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",467.2969970703125,481.97100830078125
483,453,"Floraison: février-avril. Murs, rochers.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",480.3500061035156,493.69000244140625
484,453,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",492.1100158691406,505.45001220703125
485,453, Ct.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",493.1300048828125,505.34002685546875
486,453," Beyrouth (Bl, P, Mt, Pb), Jounié (Pb), Tripoli (Bl).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",492.1100158691406,505.45001220703125
487,453, Mi.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",493.1300048828125,505.34002685546875
488,453," 'Amchite (Mt), Jab. Terbol","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",492.1100158691406,505.45001220703125
489,453,"(P),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",501.7099914550781,515.0499877929688
490,453, Qrayé,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",501.7099914550781,515.0499877929688
491,453," (Np), Ras","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",501.7099914550781,515.0499877929688
492,453," Chekka-Hamate,","Font: 'Times-Roman' (serifed, proportional), size 9.97647, color #000000",501.7099914550781,515.0499877929688
493,453, Harajel (Sam).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",501.7099914550781,515.0499877929688
494,453,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",513.22998046875,526.5700073242188
495,453, Ct.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",514.25,526.4600219726562
496,453, Tartous (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",513.22998046875,526.5700073242188
497,453, NLatt.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",514.25,526.4600219726562
498,453, Kessab (Pb).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",513.22998046875,526.5700073242188
499,453, Sy.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",514.25,526.4600219726562
500,453, Jab.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",513.22998046875,526.5700073242188
501,453, Sema'ane,"Font: 'Times-Roman' (serifed, proportional), size 10, color #000000",513.22998046875,526.5700073242188
502,453," (Har), Tell 'Aqibrin (Wall).","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",513.22998046875,526.5700073242188
503,453,"Aire géogr. — Péninsule ibérique, France","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",524.989990234375,538.3300170898438
504,453," mér.,","Font: 'Times-Roman' (serifed, proportional), size 10.0193, color #000000",524.989990234375,538.3300170898438
505,453," Italie, Corse, Sardaigne, Afrique du Nord,","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",524.989990234375,538.3300170898438
506,453,"Méditerranée orientale, Caucase, Transcaucasie.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",534.8299560546875,548.1699829101562
507,453,Parietaria,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",553.0759887695312,568.3109741210938
508,453, al,"Font: 'Times-Bold' (serifed, proportional, bold), size 11, color #000000",553.0759887695312,568.3109741210938
509,453, sini folia,"Font: 'Times-Bold' (serifed, proportional, bold), size 10.9449, color #000000",553.0759887695312,568.3109741210938
510,453, Del.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",552.9769897460938,567.6510009765625
511,453, (PI.,"Font: 'Times-Roman' (serifed, proportional), size 10.8914, color #000000",552.9769897460938,567.6510009765625
512,453," CXXIV,","Font: 'Times-Roman' (serifed, proportional), size 10.9791, color #000000",552.9769897460938,567.6510009765625
513,453, n.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",552.9769897460938,567.6510009765625
514,453, 1,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",552.9769897460938,567.6510009765625
515,453," ).—•©. Tiges couchées, ra-","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",552.9769897460938,567.6510009765625
516,453,"meuses dès la base, grêles, lâchement pédicellées. Feuilles alternes, ovales, rappelant","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",564.7369995117188,579.4110107421875
517,453,celles de,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",576.4970092773438,591.1710205078125
518,453, Stellaria,"Font: 'Times-Italic' (italic, serifed, proportional), size 11, color #000000",577.6190185546875,591.0499877929688
519,453," media,","Font: 'Times-Italic' (italic, serifed, proportional), size 10.9449, color #000000",577.6190185546875,591.0499877929688
520,453," arrondies à la base, acuminées au sommet, 5-25 mm., ciliées","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",576.4970092773438,591.1710205078125
521,453,"sur les marges, vertes, longuement périolées. Cymes géminées à l'aisselle des fleurs,","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",588.2570190429688,602.9310302734375
522,453,3-6-flores.,"Font: 'Times-Roman' (serifed, proportional), size 11.0085, color #000000",600.0169677734375,614.6909790039062
523,453," Bractées inférieures lancéolées, axillant une fleur hermaphrodite souvent","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",600.0169677734375,614.6909790039062
524,454,NOUVELLE FLORE ,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000",19.923025131225586,31.92902374267578
525,454,377,"Font: 'Times-Roman' (serifed, proportional), size 8.95489, color #000000",19.923025131225586,31.92902374267578
526,454,"stérile, tandis que d'autres bractées, accrescentes, largement ovales, à nervures","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",42.05701446533203,56.731014251708984
527,454,"anastomosées en réseau, involucrent des fleurs .","Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",54.05701446533203,68.73101806640625
528,454, Périanthes,"Font: 'Times-Roman' (serifed, proportional), size 11, color #000000",54.05701446533203,68.73101806640625
529,454, à 4 sépales connivents.,"Font: 'Times-Roman' (serifed, proportional), size 10.9449, color #000000",54.05701446533203,68.73101806640625
530,454,"Floraison: mars-mai. Régions sèches, sur rochers.","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",67.35000610351562,80.69000244140625
531,454,L.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",79.35000610351562,92.69000244140625
532,454, Sy.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",80.37000274658203,92.58000183105469
533,454," Baalbeck,","Font: 'Times-Roman' (serifed, proportional), size 10.008, color #000000",79.35000610351562,92.69000244140625
534,454, dans les ruines (Sam).,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",79.35000610351562,92.69000244140625
535,454,S.,"Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",90.62997436523438,103.969970703125
536,454, Sy.,"Font: 'Times-Italic' (italic, serifed, proportional), size 9.94987, color #000000",91.64997100830078,103.85997009277344
537,454," Abou Douhour (Har),","Font: 'Times-Roman' (serifed, proportional), size 9.94987, color #000000",90.62997436523438,103.969970703125
